	Article	Match
0	Aage Rou Jensen	aarhus]], denmark | death_date = {{death date and age|2009|6|8|1924|9|24|df=y}} | death_place = [[aarhus]], denmark
1	Aage Rou Jensen	aarhus gymnastik forening|agf]]. he was a reserve member of the [[denmark
0	Aarhus metropolitan area	aarhus metropolitan area''' has 829,224 inhabitants on an area of 5,842&nbsp;km². this metropolitan area is the second most populated area in [[denmark
1	Aarhus metropolitan area	aarhus metropolitan area is one of the fastest growing areas in denmark
0	Andrés Mignucci	aarhus school of architecture in aarhus, denmark
0	Anders Kure	aarhus gymnastikforening players]] [[category:danish superliga players]] [[category:sportspeople from aarhus]] {{denmark
0	Anders Syberg	aarhus gymnastikforening players]] [[category:danish superliga players]] [[category:brabrand if players]] {{denmark
0	Aktuel Naturvidenskab	aarhus]] in cooperation with danish universities and institutions |country = [[denmark
1	Aktuel Naturvidenskab	aarhus]] [[category:popular science magazines]] [[category:science and technology magazines]] {{europe-sci-mag-stub}} {{denmark
0	Aabyhøj	aarhus | pushpin_mapsize = | coordinates = {{coord|56.156768|10.168656|display=inline}} | subdivision_type = [[country]] | subdivision_name = [[denmark
1	Aabyhøj	aarhus_municipality#postal_districts|postal code]] | postal_code = 8230 }} '''aabyhøj ''' or '''åbyhøj''' is a neighborhood of [[aarhus]], denmark
2	Aabyhøj	aarhus}} {{defaultsort:aabyhoj}} [[category:aarhus v]] [[category:neighborhoods of aarhus]] {{denmark
3	Aabyhøj	aarhus v]] [[category:neighborhoods of aarhus]] {{denmark
0	Aaby, Aarhus	aarhus_municipality#postal_districts|postal code]] | postal_code = 8230 }} '''åby ''' or '''aaby''' is a suburban area of [[aarhus]] in [[denmark
1	Aaby, Aarhus	aarhus}} {{coord|56.1507|n|10.1595|e|source:dawiki_region:dk|format=dms|display=title}} [[category:neighborhoods of aarhus]] {{denmark
0	Ann Lislegaard	aarhus, denmark * ''ann lislegaard'', galleri struds, oslo, norway 1994 * ''liberty bells'', lageret, kunstforeningen gl. strand, copenhagen, denmark
0	Anne Dorthe Tanderup	aarhus]], [[denmark]]) is a former professional [[denmark
0	Aarhus Idrætsforening af 1900	aarhus idrætsforening af 1900''' commonly known as '''århus 1900''' is a [[denmark|danish]] sports club from [[århus]] in denmark
1	Aarhus Idrætsforening af 1900	aarhus idrætsforening af 1900''' commonly known as '''århus 1900''' is a [[denmark
2	Aarhus Idrætsforening af 1900	aarhus1900.dk official site] {{dk icon}} {{defaultsort:arhus 1900}} [[category:athletics clubs in denmark]] [[category:multi-sport clubs in denmark
3	Aarhus Idrætsforening af 1900	aarhus1900.dk official site] {{dk icon}} {{defaultsort:arhus 1900}} [[category:athletics clubs in denmark
0	Aarhus Central Station	aarhus hovedbanegård aften.jpg | image_caption = front facade of aarhus central station by night | address = banegårdspladsen, [[aarhus]] | country = [[denmark
1	Aarhus Central Station	aarhus central station by night | address = banegårdspladsen, [[aarhus]] | country = [[denmark
2	Aarhus Central Station	aarhus hovedbanegård''', abbreviated '''aarhus h'''}}) is the main [[railway station]] serving the city of [[aarhus]], [[denmark
3	Aarhus Central Station	aarhus h'''}}) is the main [[railway station]] serving the city of [[aarhus]], [[denmark
4	Aarhus Central Station	aarhus]], [[denmark]]. serving as the main connecting hub for rail traffic between [[aarhus]] and the rest of denmark
5	Aarhus Central Station	aarhus]] and the rest of denmark, the station is used by an average of 6.3 million people per year, making it the busiest station in denmark
6	Aarhus Central Station	aarhus central station serves the whole of denmark
7	Aarhus Central Station	aarhus]] [[category:railway stations in denmark
8	Aarhus Central Station	aarhus]] [[category:1862 establishments in denmark
0	Aarhus N	aarhus</ref> begun in 1999, it is now the largest it centre in denmark
0	Aarhus University shooting	aarhus university shooting |location= [[aarhus]], [[jutland]], [[denmark
0	Aarhus Docklands	aarhus | pushpin_mapsize = 260px | coordinates = {{coord|56.164|10.228|display=inline}} | subdivision_type = [[country]] | subdivision_name = [[kingdom of denmark
1	Aarhus Docklands	aarhus c]] }} '''aarhus docklands''' (danish: aarhus ø) is a new neighbourhood and construction site in [[aarhus]], [[denmark
2	Aarhus Docklands	aarhus docklands''' (danish: aarhus ø) is a new neighbourhood and construction site in [[aarhus]], [[denmark
3	Aarhus Docklands	aarhus ø) is a new neighbourhood and construction site in [[aarhus]], [[denmark
4	Aarhus Docklands	aarhus bay]], it would have been the tallest building in denmark
5	Aarhus Docklands	aarhus}} {{defaultsort:aarhus docklands}} [[category:port of aarhus]] [[category:redeveloped ports and waterfronts in denmark
6	Aarhus Docklands	aarhus docklands}} [[category:port of aarhus]] [[category:redeveloped ports and waterfronts in denmark
7	Aarhus Docklands	aarhus]] [[category:redeveloped ports and waterfronts in denmark
0	Aarhus Botanical Gardens	aarhus botanical garden 2.jpg | photo_width = 250 | photo_caption = | type = [[botanical garden]] | location = [[aarhus]], [[denmark
1	Aarhus Botanical Gardens	aarhus university]] and an [[ngo]] | status = | open = all year }} '''aarhus botanical gardens''' is a [[botanical garden]] in [[aarhus]], [[denmark
2	Aarhus Botanical Gardens	aarhus botanical gardens''' is a [[botanical garden]] in [[aarhus]], [[denmark
3	Aarhus Botanical Gardens	aarhus}} [[category:1875 establishments in denmark]] [[category:botanical gardens in denmark
4	Aarhus Botanical Gardens	aarhus}} [[category:1875 establishments in denmark
5	Aarhus Botanical Gardens	aarhus]] [[category:tourist attractions in aarhus]] [[category:museums in aarhus|botanical gardens]] {{denmark
6	Aarhus Botanical Gardens	aarhus]] [[category:museums in aarhus|botanical gardens]] {{denmark
0	Aarhus Frogs	aarhus frogs flag football club''' is an amateur [[flag football]] club located in [[århus]], [[denmark
1	Aarhus Frogs	aarhus tigers]] franchise. the club has grown, in two years, to become one of the largest flag football clubs in [[denmark
0	Afghan Muscles	aarhus]] and became a student director at the [[national film school of denmark
0	A-Z (store)	aarhus]] [[category:dansk supermarked]] [[category:defunct companies of denmark]] [[category:retail companies of denmark
1	A-Z (store)	aarhus]] [[category:dansk supermarked]] [[category:defunct companies of denmark
0	Aarhus University Press	aarhus university press''' (danish: aarhus universitetsforlag) is a commercial foundation, founded in 1985 by [[aarhus university]], [[denmark
1	Aarhus University Press	aarhus universitetsforlag) is a commercial foundation, founded in 1985 by [[aarhus university]], [[denmark
2	Aarhus University Press	aarhus university press] [[category:book publishing companies of denmark
0	Arthur Ivan Allin	aarhus music association and made himself famous throughout denmark
0	Alexander Jackson Møller	aarhus gymnastikforening players]] [[category:hobro ik players]] [[category:danish superliga players]] [[category:association football defenders]] {{denmark
0	AarhusKarlshamn	aarhus oliefabrik|aarhus united a/s]] (founded 1871 in [[aarhus]], [[denmark
1	AarhusKarlshamn	aarhus united a/s]] (founded 1871 in [[aarhus]], [[denmark
0	Alexander Juel Andersen	aarhus gymnastikforening players]] [[category:danish superliga players]] {{denmark
0	Albert Gjedde	aarhus university, aarhus, denmark * 1993 - 1999 mrc (denmark) professor of brain research, aarhus university hospitals, aarhus, denmark
1	Albert Gjedde	aarhus university, aarhus, denmark * 1993 - 1999 mrc (denmark
2	Albert Gjedde	aarhus, denmark * 1993 - 1999 mrc (denmark) professor of brain research, aarhus university hospitals, aarhus, denmark
3	Albert Gjedde	aarhus university hospitals, aarhus, denmark
4	Albert Gjedde	aarhus, denmark * 1994-1999 associate professor of human pathophysiology, institute of experimental clinical research, university of aarhus, aarhus, denmark
5	Albert Gjedde	aarhus general hospital, aarhus university hospitals, aarhus, denmark
6	Albert Gjedde	aarhus university hospitals, aarhus, denmark * 1999 - 2008 professor of medical neurobiology, faculty of health sciences, university of aarhus, aarhus, denmark
7	Albert Gjedde	aarhus university hospitals, aarhus, denmark
8	Albert Gjedde	aarhus, denmark * 1999 - 2008 professor of medical neurobiology, faculty of health sciences, university of aarhus, aarhus, denmark
9	Albert Gjedde	aarhus, aarhus, denmark * 2001 - 2004 director, centre of functionally integrative neuroscience, university of aarhus, aarhus, denmark
10	Albert Gjedde	aarhus, denmark * 2001 - 2004 director, centre of functionally integrative neuroscience, university of aarhus, aarhus, denmark
11	Albert Gjedde	aarhus, denmark *1997 member, scientific advisory board, iii international symposium on functional mapping of the human brain, copenhagen, denmark
12	Albert Gjedde	aarhus university hospital, aarhus, denmark
13	Albert Gjedde	aarhus university *2008 - 2014 head, department of neuroscience and pharmacology (inf), university of copenhagen, denmark
14	Albert Gjedde	aarhus university hospitals, aarhus, denmark
0	Asymptote Architecture	aarhus]], [[denmark]]. the project was awarded the danish building of the year award by the [[architects' association of denmark
0	Aarhus School of Architecture	aarhus]] |state = |country = denmark {{flagicon|denmark
1	Aarhus School of Architecture	aarhus school of architecture] }} the '''aarhus school of architecture''' (arkitektskolen aarhus) was founded in 1965 in [[aarhus]], [[denmark
2	Aarhus School of Architecture	aarhus school of architecture''' (arkitektskolen aarhus) was founded in 1965 in [[aarhus]], [[denmark
3	Aarhus School of Architecture	aarhus) was founded in 1965 in [[aarhus]], [[denmark
4	Aarhus School of Architecture	aarhus]] [[category:1966 establishments in denmark
0	Adrian Carter	aarhus school of architecture]][http://en.aarch.dk], [[aarhus|århus]], denmark
0	Aarhus (meteorite)	aarhus''' is an [[h chondrite]] [[meteorite]] that [[meteorite falls|fell]] to earth on 2 october 1951 at 18:15 in [[aarhus]], [[denmark
0	Agrobiology	aarhus university]].<ref>{{cite web|url=http://studyindenmark.dk/study-programmes/programmes-in-english/agrobiology |title=agrobiology |work=[[study in denmark
1	Agrobiology	aarhus university]].<ref>{{cite web|url=http://studyindenmark
0	Alectia	aarhus]], [[odense]] and [[kolding]]. in addition, the company has an office in ascot (uk), and possesses a number of companies outside denmark
0	Arkitema Architects	aarhus]] [[category:design companies established in 1969]] [[category:1969 establishments in denmark
0	Aarhus (river)	aarhus]]. <br> here at [[immervad]] close to its mouth on aarhus harbour. <!-- *** country *** --> |country_flag = 1 |country = [[denmark
1	Aarhus (river)	aarhus harbour. <!-- *** country *** --> |country_flag = 1 |country = [[denmark]] |state = |region = [[jutland]] |district = [[central denmark
2	Aarhus (river)	aarhus harbour. <!-- *** country *** --> |country_flag = 1 |country = [[denmark
3	Aarhus (river)	aarhus''' ({{lang-da|aarhus å}}) is a {{convert|40|km|mi|adj=on}} long [[river]] or [[stream]], in eastern [[jutland]], [[denmark
4	Aarhus (river)	aarhus å}}) is a {{convert|40|km|mi|adj=on}} long [[river]] or [[stream]], in eastern [[jutland]], [[denmark
0	Ahmed Yasin Ghani	aarhus gymnastikforening]] in the [[danish superliga]] . ahmed failed to adopt quickly enough in denmark
0	Asferg Runestone	aarhus county]], [[region midtjylland]], [[denmark
0	Aarhus RK	aarhus rk | image = | imagesize = | fullname = aarhus rugby klub | nickname = | location = [[aarhus]], [[denmark
1	Aarhus RK	aarhus rugby klub | nickname = | location = [[aarhus]], [[denmark
0	Aarhus Letbane	aarhus letbane''' (aarhus light rail) is a [[tram]] and [[tram-train]] system under construction in the city of [[aarhus]], [[denmark
1	Aarhus Letbane	aarhus light rail) is a [[tram]] and [[tram-train]] system under construction in the city of [[aarhus]], [[denmark
2	Aarhus Letbane	aarhus letbane is the first [[light rail system]] in denmark
3	Aarhus Letbane	aarhus letbane] {{urban rail transport in denmark}} [[category:infrastructure in aarhus]] [[category:tram transport in denmark
4	Aarhus Letbane	aarhus letbane] {{urban rail transport in denmark
5	Aarhus Letbane	aarhus]] [[category:tram transport in denmark
0	Aarhus Godsbanegård	aarhus godsbanegård''' (aarhus goods station) or simply '''godsbanen''' is a [[cultural centre]] in [[aarhus]], [[denmark
1	Aarhus Godsbanegård	aarhus goods station) or simply '''godsbanen''' is a [[cultural centre]] in [[aarhus]], [[denmark
2	Aarhus Godsbanegård	aarhus godsbanegard}} [[category:buildings and structures in aarhus]] [[category:cultural centers in denmark
3	Aarhus Godsbanegård	aarhus]] [[category:cultural centers in denmark
4	Aarhus Godsbanegård	aarhus]] [[category:cafés in aarhus]] [[category:commercial buildings completed in 1922]] [[category:disused railway stations in denmark
5	Aarhus Godsbanegård	aarhus]] [[category:commercial buildings completed in 1922]] [[category:disused railway stations in denmark]] [[category:1922 establishments in denmark
6	Aarhus Godsbanegård	aarhus]] [[category:commercial buildings completed in 1922]] [[category:disused railway stations in denmark
0	Aarhus University, School of Business and Social Sciences	aarhus bss) |students = 16,000 |faculty = 737 |city = [[aarhus]] and [[herning]] |country = [[denmark]] {{flagicon|denmark
1	Aarhus University, School of Business and Social Sciences	aarhus bss) |students = 16,000 |faculty = 737 |city = [[aarhus]] and [[herning]] |country = [[denmark
2	Aarhus University, School of Business and Social Sciences	aarhus]] and [[herning]] |country = [[denmark]] {{flagicon|denmark
3	Aarhus University, School of Business and Social Sciences	aarhus]] and [[herning]] |country = [[denmark
4	Aarhus University, School of Business and Social Sciences	aarhus university]] with a campus in the city of [[aarhus]], [[denmark
5	Aarhus University, School of Business and Social Sciences	aarhus university] * [http://www.aarhus.dk city of aarhus] * [http://www.herning.dk city of herning] [[category:universities in denmark
6	Aarhus University, School of Business and Social Sciences	aarhus.dk city of aarhus] * [http://www.herning.dk city of herning] [[category:universities in denmark
7	Aarhus University, School of Business and Social Sciences	aarhus] * [http://www.herning.dk city of herning] [[category:universities in denmark
8	Aarhus University, School of Business and Social Sciences	aarhus]] [[category:aarhus university|*]] [[category:public universities]] [[category:business schools in denmark
9	Aarhus University, School of Business and Social Sciences	aarhus university|*]] [[category:public universities]] [[category:business schools in denmark
0	Amrit Gangar	aarhus, denmark. production consultant, line producer. # mumbai mosaic, a documentary on the city of mumbai, with the molhaves, denmark
0	AM Tour	aarhus]] |denmark |[[northside festival (denmark
0	Aarhus Commuter Rail	aarhus commuter rail |image = aarhusnærbanetilgrenaa.jpg |locale = [[region midtjylland]], [[denmark
1	Aarhus Commuter Rail	aarhusnærbanetilgrenaa.jpg |locale = [[region midtjylland]], [[denmark
2	Aarhus Commuter Rail	aarhus commuter rail''' ({{lang-da|'''aarhus nærbane'''}}) is a [[commuter rail]] service in and near [[aarhus]], denmark
3	Aarhus Commuter Rail	aarhus nærbane'''}}) is a [[commuter rail]] service in and near [[aarhus]], denmark
4	Aarhus Commuter Rail	aarhus nærbane}} *{{da icon}} [http://www.banedanmark.dk banedanmark] *{{da icon}} [http://www.dsb.dk dsb] {{urban rail transport in denmark
5	Aarhus Commuter Rail	aarhus naerbane}} [[category:danish regional rail systems]] [[category:2012 establishments in denmark
0	Aarhus Forestry Botanical Garden	aarhus forestry botanical garden''' ({{lang-da|forstbotanisk have}}) is a forestry [[botanical garden]] located in the south of [[aarhus]], [[denmark
1	Aarhus Forestry Botanical Garden	aarhus}} {{coord|56|7|32|n|10|12|04|e|type:landmark_region:dk|display=title}} [[category:parks in aarhus]] [[category:botanical gardens in denmark
2	Aarhus Forestry Botanical Garden	aarhus]] [[category:botanical gardens in denmark]] [[category:forestry in denmark
3	Aarhus Forestry Botanical Garden	aarhus]] [[category:botanical gardens in denmark
0	Aarhus University Hospital	aarhus university hospital''' is a large [[university hospital]] located in [[aarhus]] in [[denmark
1	Aarhus University Hospital	aarhus and the island of [[samsø]], but also offers specialised treatments to the citizens of the [[central denmark region]] and other regions in denmark
2	Aarhus University Hospital	aarhus and the island of [[samsø]], but also offers specialised treatments to the citizens of the [[central denmark
3	Aarhus University Hospital	aarhus+university+hospital about aarhus university hospital] aarhus university hospital, midt (central denmark
4	Aarhus University Hospital	aarhus university hospital] aarhus university hospital, midt (central denmark
5	Aarhus University Hospital	aarhus university hospital, midt (central denmark
0	Adda Djørup	aarhus]]) is a [[denmark|danish]] poet, novelist and short story writer. ==biography== djørup was born in aarhus, denmark
0	Aarhus Custom House	aarhus custom house''' (''toldkammeret'') is located on the harbour front in [[aarhus]], denmark
0	Aarhus Katedralskole	aarhus katedralskole''' is a [[cathedral school]], an institution of [[secondary education]], a danish [[gymnasium (denmark
1	Aarhus Katedralskole	aarhus municipality|listed building]] in [[aarhus]], [[denmark
0	Aarhus International Jazz Festival	aarhus-jazzfestival.jpg | caption = a selection of artists that have played aarhus jazz festival | location = [[århus]], [[denmark
1	Aarhus International Jazz Festival	aarhus jazz festival | location = [[århus]], [[denmark
2	Aarhus International Jazz Festival	aarhus jazz festival] }} '''aarhus international jazz festival''' (or '''aarhus jazz festival''') is an eight-day [[jazz festival]] in [[aarhus]], denmark
3	Aarhus International Jazz Festival	aarhus international jazz festival''' (or '''aarhus jazz festival''') is an eight-day [[jazz festival]] in [[aarhus]], denmark
4	Aarhus International Jazz Festival	aarhus jazz festival''') is an eight-day [[jazz festival]] in [[aarhus]], denmark
5	Aarhus International Jazz Festival	aarhus}} [[category:events in aarhus]] [[category:jazz festivals in denmark]] [[category:1988 establishments in denmark]] [[category:music festivals in denmark
6	Aarhus International Jazz Festival	aarhus}} [[category:events in aarhus]] [[category:jazz festivals in denmark]] [[category:1988 establishments in denmark
7	Aarhus International Jazz Festival	aarhus}} [[category:events in aarhus]] [[category:jazz festivals in denmark
8	Aarhus International Jazz Festival	aarhus]] [[category:jazz festivals in denmark]] [[category:1988 establishments in denmark]] [[category:music festivals in denmark
9	Aarhus International Jazz Festival	aarhus]] [[category:jazz festivals in denmark]] [[category:1988 establishments in denmark
10	Aarhus International Jazz Festival	aarhus]] [[category:jazz festivals in denmark
0	Aarhus Air Raid	aarhus university residence halls, bombed on 31 october 1944 |date=31 october 1944 |place= [[aarhus]], [[denmark
1	Aarhus Air Raid	aarhus]] [[category:denmark in world war ii]] [[category:1944 in denmark
0	Aleksander Soender	aarhus]], denmark |citizenship=[[norway|norwegian]] | years_active= 2012–present |known_for=co-founded [[haxi]] | home_town= [[copenhagen]], [[denmark
0	Aarhus Håndbold	aarhus håndbold''' is a [[handball]] club from [[aarhus]], denmark
1	Aarhus Håndbold	aarhushaandbold.dk/ (danish) | accessdate = }}</ref> the home arena of aarhus håndbold is [[nrgi arena]] {{location map+|denmark
2	Aarhus Håndbold	aarhus håndbold is [[nrgi arena]] {{location map+|denmark
3	Aarhus Håndbold	aarhus håndbold |caption=location of aarhus håndbold |places= {{location map~|denmark
4	Aarhus Håndbold	aarhus håndbold |places= {{location map~|denmark
5	Aarhus Håndbold	aarhushaandbold.dk/ official website] {{defaultsort:aarhus handbold}} [[category:danish handball clubs]] {{denmark
6	Aarhus Håndbold	aarhus handbold}} [[category:danish handball clubs]] {{denmark
0	Arne Nielsen	aarhus]], [[denmark]] | death_date = {{death date and age|1942|6|20|1895|10|1|df=yes}} | death_place = [[copenhagen]], denmark
0	Allan Christensen	aarhus]], [[denmark]] | death_date = {{death date and age|1961|9|8|1923|9|30|df=yes}} | death_place = [[glostrup]], denmark
0	Aalborg Stiftstidende	aarhus]], namely ''[[århus stiftstidende]]'', which was started in 1794.<ref name=emb>{{cite web|title=denmark
0	Aarhus-Randers Line	aarhus-randers jernbane'''}}) is a {{convert|59.2 |km|mi|abbr=on}}<ref name=tib/> long [[standard gauge]] [[double track]] [[railway line]] in [[denmark
1	Aarhus-Randers Line	aarhus]] and [[randers]] in [[east jutland]], [[denmark
2	Aarhus-Randers Line	aarhus]] {{europe-rail-transport-stub}} {{denmark
0	Administrative divisions of Aarhus Municipality	aarhus_kommune.jpg|thumb|upright=0.8|municipal map]] {{see also|list of towns and cities in aarhus municipality}} [[danmarks statistik|statistics denmark
1	Administrative divisions of Aarhus Municipality	aarhus municipality}} [[danmarks statistik|statistics denmark
2	Administrative divisions of Aarhus Municipality	aarhus with some 260.000 inhabitants while some 50.000 people lived in urban areas elsewhere in the municipality. in 2013 [[beder, denmark
3	Administrative divisions of Aarhus Municipality	aarhus. {{col-begin|width=75%}} {{col-4}} * [[aarhus]] (261.570) * [[lystrup]] (10.341) * [[beder-malling, denmark
4	Administrative divisions of Aarhus Municipality	aarhus]] (261.570) * [[lystrup]] (10.341) * [[beder-malling, denmark
5	Administrative divisions of Aarhus Municipality	aarhus municipality]] {{see also|list of postal codes in denmark
0	Aarhus Sejlklub	aarhus sejlklub | emblem = | burgee = | nickname = | short name = | founded = 1880 | location = [[aarhus]], [[denmark
1	Aarhus Sejlklub	aarhussejlklub.dk/klub/about_klub/historie website] }} '''aarhus sejlklub''' (''aarhus sailing club'') is one of the oldest [[yacht club]]s in [[denmark
2	Aarhus Sejlklub	aarhus sejlklub''' (''aarhus sailing club'') is one of the oldest [[yacht club]]s in [[denmark]]. it was established in 1879 in [[aarhus]], [[central denmark
3	Aarhus Sejlklub	aarhus sejlklub''' (''aarhus sailing club'') is one of the oldest [[yacht club]]s in [[denmark
4	Aarhus Sejlklub	aarhus sailing club'') is one of the oldest [[yacht club]]s in [[denmark]]. it was established in 1879 in [[aarhus]], [[central denmark
5	Aarhus Sejlklub	aarhus sailing club'') is one of the oldest [[yacht club]]s in [[denmark
6	Aarhus Sejlklub	aarhus]] [[category:yacht clubs in denmark|aarhus]] {{denmark
0	Aarhus City Bikes	aarhus|indre by]] | owner = | locale = [[aarhus]], [[denmark
1	Aarhus City Bikes	aarhus municipality]] }} '''aarhus bycykler''' (colloq '''bycyklen''') is a municipal [[bicycle sharing system]] located in [[aarhus]], [[central denmark
2	Aarhus City Bikes	aarhus bycykler''' (colloq '''bycyklen''') is a municipal [[bicycle sharing system]] located in [[aarhus]], [[central denmark region|central region]], [[denmark
3	Aarhus City Bikes	aarhus bycykler''' (colloq '''bycyklen''') is a municipal [[bicycle sharing system]] located in [[aarhus]], [[central denmark
4	Aarhus City Bikes	aarhus]], [[central denmark region|central region]], [[denmark
0	Aarhus Oliefabrik A/S	aarhus oliefabrik a/s''' ([[colloquialism|colloq.]]: oliemøllen) was a company and [[oil mill]] in [[aarhus]], [[denmark
1	Aarhus Oliefabrik A/S	aarhus oliefabrik a s}} [[category:companies based in aarhus]] [[category:manufacturing companies of denmark
2	Aarhus Oliefabrik A/S	aarhus]] [[category:manufacturing companies of denmark
0	Aarhus School of Marine and Technical Engineering	aarhus maskinmesterskole'' or ''aams'') is a school of [[higher education]] in [[aarhus]], [[denmark
1	Aarhus School of Marine and Technical Engineering	aarhus school of marine and technical engineering is subordinated the danish [[ministry of science, innovation and higher education (denmark
2	Aarhus School of Marine and Technical Engineering	aarhus-maskinmesterskole-aarhus-maskinm profile on the education guide website of the danish [[ministry of science, innovation and higher education (denmark
3	Aarhus School of Marine and Technical Engineering	aarhus-maskinm profile on the education guide website of the danish [[ministry of science, innovation and higher education (denmark
0	Aarhus Educational Centre for Agriculture	aarhus-jordbrug-uddc profile on the education guide website of the danish [[ministry of science, innovation and higher education (denmark
0	Aarhus Academy	aarhusakademi.dk/ }} the '''aarhus academy''' ([[danish language|danish]]: ''århus akademi'') is a school of [[secondary education]] in [[aarhus]], [[denmark
1	Aarhus Academy	aarhus academy''' ([[danish language|danish]]: ''århus akademi'') is a school of [[secondary education]] in [[aarhus]], [[denmark
0	Aarhus Business College	aarhus]] |country = [[denmark]] |website = http://www.aabc.dk/ }} '''aarhus business college''' is a school of [[secondary education]] in [[aarhus]], [[denmark
1	Aarhus Business College	aarhus business college''' is a school of [[secondary education]] in [[aarhus]], [[denmark
0	Aarhus Methodist Church	aarhus methodist church | location = hjarnøgade 1<br/>8000 [[aarhus c]] | country = [[denmark
1	Aarhus Methodist Church	aarhus methodist church''' ({{lang-da|aarhus metodistkirke}}), also known as ''betlehemskirken'', is a church in [[aarhus]], [[denmark
2	Aarhus Methodist Church	aarhus metodistkirke}}), also known as ''betlehemskirken'', is a church in [[aarhus]], [[denmark
3	Aarhus Methodist Church	aarhus|vesterbro]] neighbourhood on the corner of ''thunøgade'' and ''hjarnøgade''. aarhus methodist church is a part of the [[united methodist church]] in denmark
4	Aarhus Methodist Church	aarhus methodist church is a part of the [[united methodist church]] in denmark
5	Aarhus Methodist Church	aarhus metodistkirke|aarhus methodist church}} {{churches in aarhus}} [[category:churches in aarhus]] [[category:churches in central denmark
6	Aarhus Methodist Church	aarhus methodist church}} {{churches in aarhus}} [[category:churches in aarhus]] [[category:churches in central denmark
7	Aarhus Methodist Church	aarhus}} [[category:churches in aarhus]] [[category:churches in central denmark
8	Aarhus Methodist Church	aarhus]] [[category:churches in central denmark
0	Anna Sophie Okkels	aarhus]] | clubnumber = 23 | nationalyears = 2007- | nationalteam = [[denmark women's national handball team|denmark
1	Anna Sophie Okkels	aarhus]] | clubnumber = 23 | nationalyears = 2007- | nationalteam = [[denmark
0	AU Engineering	aarhus}} {{coord missing|denmark}} [[category:au engineering|*]] [[category:aarhus university|engineering]] {{denmark
0	Astrup Rectory	aarhus municipality|listed building]] in [[solbjerg]], [[denmark
1	Astrup Rectory	aarhus municipality]] [[category:clergy houses]] [[category:houses completed in 1770]] [[category:neoclassical architecture in denmark
0	Aarhus theologians	aarhus theologians''' was a well-known group of four [[denmark
0	Aarhus Craftmen's Association's Asylum	aarhus | image_size = 280px | caption = front facade of the former asylum | architectural_style = | location = [[aarhus]], [[denmark
1	Aarhus Craftmen's Association's Asylum	aarhus municipality|listed building]] and a former asylum in [[aarhus]], [[denmark
0	AU Campus Emdrup	aarhus university]]'s campus in [[copenhagen]], [[denmark
0	Aarhus Central Workshops	aarhus municipality|listed buildings]] in [[aarhus]], [[denmark
1	Aarhus Central Workshops	aarhus state archives|language=danish|accessdate=28 january 2016}}</ref> during the war between denmark
2	Aarhus Central Workshops	aarhus are the oldest train repair facilities in denmark
0	Aarhus Art Academy	aarhus art academy''' ([[danish language|danish]]: ''aarhus kunstakademi'') is an [[art school]] in [[aarhus]], [[denmark
1	Aarhus Art Academy	aarhus kunstakademi'') is an [[art school]] in [[aarhus]], [[denmark
2	Aarhus Art Academy	aarhus municipality}} {{coord|56|09|27.0|n|10|12|09.2|e|source:dawiki_region:dk_type:landmark|display=title}} [[category:art schools in denmark
0	Axel Høeg-Hansen	aarhus]] (1917)<br>[[atletion]] 1920 |significant_projects = park allé |significant_design = |awards = }} '''axel høeg-hansen''' was a [[denmark
0	Alfred Mogensen	aarhus]], denmark |death_date = {{death date and age|1986|4|1|1900|3|15|df=y}} |death_place = [[aarhus]], denmark
0	Arnbitter	aarhus--arnbitter-forlader-aarhus |title=arnbitter forlader aarhus |publisher=[[tv 2 (denmark
1	Arnbitter	aarhus |title=arnbitter forlader aarhus |publisher=[[tv 2 (denmark
0	Aarhus Municipal Hospital	aarhus municipal hospital | org/group = [[central denmark
1	Aarhus Municipal Hospital	aarhus]] | region = [[central denmark region|central region]] | country = [[denmark
2	Aarhus Municipal Hospital	aarhus and one of the four [[trauma center]]s in denmark
3	Aarhus Municipal Hospital	aarhus]] [[category:hospitals established in 1893]] [[category:1893 establishments in denmark
0	Aarhus County Hospital	aarhus county hospital | org/group = [[central denmark
1	Aarhus County Hospital	aarhus]] | region = [[central denmark region|central region]] | country = [[denmark
2	Aarhus County Hospital	aarhus|aarhus county hospital}} * {{official website|http://www.auh.dk/}} [[category:hospitals in denmark
3	Aarhus County Hospital	aarhus county hospital}} * {{official website|http://www.auh.dk/}} [[category:hospitals in denmark
4	Aarhus County Hospital	aarhus]] [[category:hospitals established in 1882]] [[category:1882 establishments in denmark
0	Agro Food Park	aarhus]] [[category:agriculture in denmark]] [[category:business organizations based in denmark
0	Architecture of Aarhus	aarhus)|five sisters]], one of [[industrial heritage sites of denmark
1	Architecture of Aarhus	aarhus |language=danish |date=15 december 2008|accessdate=17 october 2016}}</ref> == see also == * [[architecture of denmark
0	Amalie Claussen	aarhus]] for a short period but then went to norway to study [[parapsychology]]. in the mid-1890s, she returned to denmark
0	Andreas Peter Hovgaard	aarhus]], [[denmark]] |death_place= [[copenhagen]], [[denmark
0	Andreas Rasch-Christensen	aarhus university]] (1998), where in 2010 he achieved a [[phd]]. from 1998-2007, he was an associate professor at the teacher education in [[skive, denmark
0	Ane Riel	aarhus university alumni]] {{authority control}} {{denmark
0	Aarhus Girl's Choir	aarhus girl's choir''' is a girl's choir in [[aarhus]], [[denmark
