	Article	Match
7	Apache OFBiz	apache}} [[category:apache software foundation|ofbiz]] [[category:free accounting software
8	Apache OFBiz	apache}} [[category:apache software
9	Apache OFBiz	apache software foundation|ofbiz]] [[category:free accounting software]] [[category:free e-commerce software
10	Apache OFBiz	apache software foundation|ofbiz]] [[category:free accounting software
11	Apache OFBiz	apache software
0	Apache ServiceMix	apache software
1	Apache ServiceMix	apache software
2	Apache ServiceMix	apache karaf]]. additional installation features include: * bpm engine via [[activiti (software
3	Apache ServiceMix	apache felix<ref>{http://felix.apache.org/ announcement} by [[brian taylor (software
4	Apache ServiceMix	apache.org/ announcement} by [[brian taylor (software
5	Apache ServiceMix	apache}} {{defaultsort:apache servicemix}} [[category:apache software
6	Apache ServiceMix	apache servicemix}} [[category:apache software
7	Apache ServiceMix	apache software
0	Alpine (email client)	apache license]] | website = {{url|https://www.washington.edu/alpine}} |}} '''alpine''' is a [[free software
1	Alpine (email client)	apache license]] (version 2 - november 29, 2006), and saw its first public [[software
0	Apache Taverna	apache software
1	Apache Taverna	apache.org/}} }}'''apache taverna''' is an [[open source software
2	Apache Taverna	apache taverna''' is an [[open source software
3	Apache Taverna	apache incubator]]. taverna allows users to integrate many different software
4	Apache Taverna	apache software
5	Apache Taverna	apache.org/projects/taverna.html|website=apache incubator|publisher=apache software
6	Apache Taverna	apache incubator|publisher=apache software
7	Apache Taverna	apache software
8	Apache Taverna	apache.org/download/|title=download apache taverna|publisher=apache software
9	Apache Taverna	apache taverna|publisher=apache software
10	Apache Taverna	apache software
11	Apache Taverna	apache) == references == {{reflist}} [[category:workflow technology]] [[category:bioinformatics software
12	Apache Taverna	apache software foundation|taverna]] [[category:apache software foundation projects|taverna]] [[category:software
13	Apache Taverna	apache software foundation|taverna]] [[category:apache software
14	Apache Taverna	apache software
15	Apache Taverna	apache software foundation projects|taverna]] [[category:software
16	Apache Taverna	apache software
0	Apache Tuscany	apache tuscany | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Tuscany	apache software
2	Apache Tuscany	apache license]] 2.0 | website = http://tuscany.apache.org/ }} '''apache tuscany''' was an [[open-source software
3	Apache Tuscany	apache.org/ }} '''apache tuscany''' was an [[open-source software]] project for developing and running software
4	Apache Tuscany	apache.org/ }} '''apache tuscany''' was an [[open-source software
5	Apache Tuscany	apache tuscany''' was an [[open-source software]] project for developing and running software
6	Apache Tuscany	apache tuscany''' was an [[open-source software
7	Apache Tuscany	apache software
8	Apache Tuscany	apache}} [[category:apache software
9	Apache Tuscany	apache software
0	Apache Shale	apache shale | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Shale	apache software
2	Apache Shale	apache.org/}} }} '''shale''' is a [[web application framework]] maintained by the [[apache software
3	Apache Shale	apache software
4	Apache Shale	apache shale web framework project retired] {{application frameworks}} {{apache}} {{web-software
5	Apache Shale	apache}} {{web-software-stub}} [[category:apache software
6	Apache Shale	apache}} {{web-software
7	Apache Shale	apache software
0	Apache XAP	apache xap | logo = [[image:xap logo2.png]] | screenshot = | caption = | developer = [[apache software
1	Apache XAP	apache software
2	Apache XAP	apache.org/xap }} '''xap''' ('''extensible ajax platform''') is a software
3	Apache XAP	apache software
4	Apache XAP	apache.org/xap/ apache incubator - xap] {{apache}} [[category:ajax (programming)]] [[category:beta software
5	Apache XAP	apache incubator - xap] {{apache}} [[category:ajax (programming)]] [[category:beta software
6	Apache XAP	apache}} [[category:ajax (programming)]] [[category:beta software
0	Apache Gump	apache gump | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Gump	apache software
2	Apache Gump	apache.org/}} {{apache}} [[category:continuous integration]] [[category:apache software
3	Apache Gump	apache}} [[category:continuous integration]] [[category:apache software
4	Apache Gump	apache software
0	Apache Axis2	apache axis2 logo.jpg|150px|apache axis2 logo]] --> | screenshot = | caption = | developer = [[apache software
1	Apache Axis2	apache axis2 logo]] --> | screenshot = | caption = | developer = [[apache software
2	Apache Axis2	apache software
3	Apache Axis2	apache.org/axis/ apache axis homepage] at the apache software
4	Apache Axis2	apache axis homepage] at the apache software
5	Apache Axis2	apache software foundation *[https://axis.apache.org/axis2/java/core/ apache axis2/java] at the apache software
6	Apache Axis2	apache software
7	Apache Axis2	apache.org/axis2/java/core/ apache axis2/java] at the apache software
8	Apache Axis2	apache axis2/java] at the apache software
9	Apache Axis2	apache software foundation *[https://axis.apache.org/axis2/c/core/ apache axis2/c] at the apache software
10	Apache Axis2	apache software
11	Apache Axis2	apache.org/axis2/c/core/ apache axis2/c] at the apache software
12	Apache Axis2	apache axis2/c] at the apache software
13	Apache Axis2	apache software
14	Apache Axis2	apache}} [[category:apache software
15	Apache Axis2	apache software
0	Apache OpenJPA	apache openjpa | logo = [[file:openjpa logo.png|250px]] | screenshot = | caption = | developer = [[apache software
1	Apache OpenJPA	apache software
2	Apache OpenJPA	apache license]] 2.0 | website = {{url|http://openjpa.apache.org}} }} '''openjpa''' is an [[open source software
3	Apache OpenJPA	apache.org}} }} '''openjpa''' is an [[open source software
4	Apache OpenJPA	apache software
0	Apache Continuum	apache continuum | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Continuum	apache software
2	Apache Continuum	apache}} {{network-software
3	Apache Continuum	apache software foundation|continuum]] [[category:software
4	Apache Continuum	apache software
0	Apache Felix	apache felix shell gui | collapsible = yes | developer = [[apache software
1	Apache Felix	apache software
2	Apache Felix	apache software
3	Apache Felix	apache ace]], a software
4	Apache Felix	apache}} [[category:free software
0	Apache Thrift	apache thrift | logo = | screenshot = | caption = | collapsible = | developer = [[apache software
1	Apache Thrift	apache software
2	Apache Thrift	apache software
0	Apache Solr	apache software
1	Apache Solr	apache [[lucene]] and apache solr are both produced by the same [[apache software
2	Apache Solr	apache solr are both produced by the same [[apache software
3	Apache Solr	apache software
4	Apache Solr	apache software
5	Apache Solr	apache solr, part 1] * [http://public.dhe.ibm.com/software
6	Apache Solr	apache-solr getting started with enterprise search using apache solr] {{apache}} [[category:apache software
7	Apache Solr	apache solr] {{apache}} [[category:apache software foundation|solr]] [[category:free software
8	Apache Solr	apache solr] {{apache}} [[category:apache software
9	Apache Solr	apache}} [[category:apache software foundation|solr]] [[category:free software
10	Apache Solr	apache}} [[category:apache software
11	Apache Solr	apache software foundation|solr]] [[category:free software
12	Apache Solr	apache software
0	Apache Group	apache software
0	Apache Ivy	apache ivy | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Ivy	apache software
2	Apache Ivy	apache software
3	Apache Ivy	apache.org/ivy/}} * [http://www.jaya.free.fr/ archival jayasoft website] * [http://public.dhe.ibm.com/software
4	Apache Ivy	apache}} [[category:java development tools]] [[category:apache software
5	Apache Ivy	apache software
0	Apache Camel	apache-camel-logo.png|150px|apache camel logo]] | screenshot = | caption = | developer = [[apache software
1	Apache Camel	apache camel logo]] | screenshot = | caption = | developer = [[apache software
2	Apache Camel	apache software
3	Apache Camel	apache cxf]] in [[service-oriented architecture]] projects. ==tooling== graphical, [[eclipse (software
4	Apache Camel	apache servicemix]] * [[fuse esb]] (enterprise servicemix) * [[guaraná dsl]] * [[mule (software
5	Apache Camel	apache-camel.php/ apache camel examples] {{apache}} [[category:apache software
6	Apache Camel	apache camel examples] {{apache}} [[category:apache software foundation|camel]] {{business-software
7	Apache Camel	apache camel examples] {{apache}} [[category:apache software
8	Apache Camel	apache}} [[category:apache software foundation|camel]] {{business-software
9	Apache Camel	apache}} [[category:apache software
10	Apache Camel	apache software foundation|camel]] {{business-software
11	Apache Camel	apache software
0	Apache Rampart module	apache rampart module | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Rampart module	apache software
2	Apache Rampart module	apache software
3	Apache Rampart module	apache.org/rampart/ apache rampart] at the apache software
4	Apache Rampart module	apache rampart] at the apache software
5	Apache Rampart module	apache software
6	Apache Rampart module	apache.org/rampart/c/ apache rampart c-language implementation] at the apache software
7	Apache Rampart module	apache rampart c-language implementation] at the apache software
8	Apache Rampart module	apache software foundation * [http://ws.apache.org/axis2/ apache axis2] at the apache software
9	Apache Rampart module	apache software
10	Apache Rampart module	apache.org/axis2/ apache axis2] at the apache software
11	Apache Rampart module	apache axis2] at the apache software foundation * [http://download.boulder.ibm.com/ibmdl/pub/software
12	Apache Rampart module	apache axis2] at the apache software
13	Apache Rampart module	apache software foundation * [http://download.boulder.ibm.com/ibmdl/pub/software
14	Apache Rampart module	apache software
15	Apache Rampart module	apache software foundation|rampart module]] [[category:web services]] {{web-software
16	Apache Rampart module	apache software
0	AnkhSVN	apache [[subversion (software
0	Apache Cayenne	apache software
1	Apache Cayenne	apache software
0	Apache CXF	apache cxf | logo = | screenshot = | caption = | developer = [[apache software
1	Apache CXF	apache software
2	Apache CXF	apache license]] 2.0 | website = {{url|https://cxf.apache.org}} }} '''apache cxf''' is an [[open source software
3	Apache CXF	apache.org}} }} '''apache cxf''' is an [[open source software
4	Apache CXF	apache cxf''' is an [[open source software
5	Apache CXF	apache software
6	Apache CXF	apache cxf committers] {{apache}} {{java api for restful web services}} [[category:apache software
7	Apache CXF	apache}} {{java api for restful web services}} [[category:apache software
8	Apache CXF	apache software
0	Apache Excalibur	apache excalibur | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Excalibur	apache software
2	Apache Excalibur	apache software foundation and it has been moved to [[apache attic]]''''' ==see also== * [[apache software
3	Apache Excalibur	apache software
4	Apache Excalibur	apache attic]]''''' ==see also== * [[apache software
5	Apache Excalibur	apache software
6	Apache Excalibur	apache avalon and excalibur] {{apache}} [[category:apache software foundation|excalibur]] [[category:free software
7	Apache Excalibur	apache avalon and excalibur] {{apache}} [[category:apache software
8	Apache Excalibur	apache}} [[category:apache software foundation|excalibur]] [[category:free software
9	Apache Excalibur	apache}} [[category:apache software
10	Apache Excalibur	apache software foundation|excalibur]] [[category:free software
11	Apache Excalibur	apache software
0	Android (operating system)	apache software
1	Android (operating system)	apache-software
0	Apache Abdera	apache abdera | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Abdera	apache software
2	Apache Abdera	apache incubator wiki, retrieved december 4, 2007</ref> and donated to the [[apache software
3	Apache Abdera	apache software
4	Apache Abdera	apache.org/}} *[http://qnalist.com/g/abdera abdera mailing list archives] {{apache}} [[category:apache software
5	Apache Abdera	apache}} [[category:apache software
6	Apache Abdera	apache software foundation projects|abdera]] [[category:java (programming language) libraries]] {{network-software
7	Apache Abdera	apache software
0	ACM Software System Award	apache software
0	Apache C++ Standard Library	apache c++ standard library | logo = | screenshot = | caption = | developer = [[apache software
1	Apache C++ Standard Library	apache software
2	Apache C++ Standard Library	apache software foundation]]. after more than five years without a release, the board of the apache software
3	Apache C++ Standard Library	apache software
4	Apache C++ Standard Library	apache software
5	Apache C++ Standard Library	apache}} [[category:c++ libraries]] [[category:software using the apache license]] {{programming-software
6	Apache C++ Standard Library	apache}} [[category:c++ libraries]] [[category:software
7	Apache C++ Standard Library	apache license]] {{programming-software
0	Apache Shindig	apache shindig.png|250px]] --> | caption = | collapsible = yes | developer = [[apache software
1	Apache Shindig	apache software
0	Apache ODE	apache ode | logo = | screenshot = | caption = | developer = [[apache software
1	Apache ODE	apache software
2	Apache ODE	apache}} <!--interwikies--> <!--categories--> [[category:apache software foundation|ode]] [[category:beta software
3	Apache ODE	apache}} <!--interwikies--> <!--categories--> [[category:apache software
4	Apache ODE	apache software foundation|ode]] [[category:beta software
5	Apache ODE	apache software
0	Apache James	apache james | logo = | screenshot = | caption = | collapsible = | author = | developer = [[apache software
1	Apache James	apache software
2	Apache James	apache software
3	Apache James	apache software
4	Apache James	apache}} {{email servers}} [[category:apache software foundation|james]] [[category:free email server software
5	Apache James	apache}} {{email servers}} [[category:apache software
6	Apache James	apache software foundation|james]] [[category:free email server software]] [[category:free software
7	Apache James	apache software foundation|james]] [[category:free email server software
8	Apache James	apache software
0	Apache HBase	apache_hbase_logo_with_orca.png]] | screenshot = | caption = | developer = [[apache software
1	Apache HBase	apache software
2	Apache HBase	apache software
0	Apache Synapse	apache synapse | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Synapse	apache software
2	Apache Synapse	apache license]] 2.0 | website = http://synapse.apache.org }} [[apache software
3	Apache Synapse	apache.org }} [[apache software
4	Apache Synapse	apache software
5	Apache Synapse	apache software
6	Apache Synapse	apache software
7	Apache Synapse	apache.org/synapse_samples.html samples guide] {{apache}} [[category:apache software
8	Apache Synapse	apache}} [[category:apache software
9	Apache Synapse	apache software
0	Apache Cassandra	apache software
1	Apache Cassandra	apache cassandra''' is a [[free and open-source software
2	Apache Cassandra	apache hadoop]] [[mapreduce]]<ref>{{cite web|url=https://blogs.apache.org/foundation/entry/the_apache_software
3	Apache Cassandra	apache.org/foundation/entry/the_apache_software_foundation_announces3|title=the apache software
4	Apache Cassandra	apache.org/foundation/entry/the_apache_software
5	Apache Cassandra	apache_software_foundation_announces3|title=the apache software
6	Apache Cassandra	apache_software
7	Apache Cassandra	apache software foundation announces apache cassandra release 0.6 : the apache software
8	Apache Cassandra	apache software
9	Apache Cassandra	apache cassandra release 0.6 : the apache software
10	Apache Cassandra	apache software
11	Apache Cassandra	apache.org/foundation/entry/the_apache_software_foundation_announces9|title=the apache software
12	Apache Cassandra	apache.org/foundation/entry/the_apache_software
13	Apache Cassandra	apache_software_foundation_announces9|title=the apache software
14	Apache Cassandra	apache_software
15	Apache Cassandra	apache software foundation announces apache cassandra 0.7 : the apache software
16	Apache Cassandra	apache software
17	Apache Cassandra	apache cassandra 0.7 : the apache software
18	Apache Cassandra	apache software
19	Apache Cassandra	apache.org/foundation/entry/the_apache_software_foundation_announces26|title=the apache software
20	Apache Cassandra	apache.org/foundation/entry/the_apache_software
21	Apache Cassandra	apache_software_foundation_announces26|title=the apache software
22	Apache Cassandra	apache_software
23	Apache Cassandra	apache software foundation announces apache cassandra™ v1.1 : the apache software
24	Apache Cassandra	apache software
25	Apache Cassandra	apache cassandra™ v1.1 : the apache software
26	Apache Cassandra	apache software
27	Apache Cassandra	apache.org/foundation/entry/the_apache_software_foundation_announces38|title=the apache software
28	Apache Cassandra	apache.org/foundation/entry/the_apache_software
29	Apache Cassandra	apache_software_foundation_announces38|title=the apache software
30	Apache Cassandra	apache_software
31	Apache Cassandra	apache software foundation announces apache cassandra™ v1.2 : the apache software
32	Apache Cassandra	apache software
33	Apache Cassandra	apache cassandra™ v1.2 : the apache software
34	Apache Cassandra	apache software
35	Apache Cassandra	apache.org/ |title=the apache cassandra project |accessdate=2014-06-17 |publisher=[[apache software
36	Apache Cassandra	apache cassandra project |accessdate=2014-06-17 |publisher=[[apache software foundation|the apache software
37	Apache Cassandra	apache cassandra project |accessdate=2014-06-17 |publisher=[[apache software
38	Apache Cassandra	apache software foundation|the apache software
39	Apache Cassandra	apache software
40	Apache Cassandra	apache software
41	Apache Cassandra	apache.org/cassandra/ |title=project wiki|accessdate=2014-06-17 |publisher=[[apache software
42	Apache Cassandra	apache software foundation|the apache software
43	Apache Cassandra	apache software
44	Apache Cassandra	apache software
45	Apache Cassandra	apache}} {{facebook navbox}} {{defaultsort:cassandra (database)}} [[category:2008 software
46	Apache Cassandra	apache software foundation projects]] [[category:apache software
47	Apache Cassandra	apache software
48	Apache Cassandra	apache software
0	Apache Mahout	apache mahout | logo = | screenshot = | caption = | collapsible = yes | developer = [[apache software
1	Apache Mahout	apache software
2	Apache Mahout	apache.org}} }} '''apache mahout''' is a project of the [[apache software foundation]] to produce [[free software
3	Apache Mahout	apache.org}} }} '''apache mahout''' is a project of the [[apache software
4	Apache Mahout	apache mahout''' is a project of the [[apache software foundation]] to produce [[free software
5	Apache Mahout	apache mahout''' is a project of the [[apache software
6	Apache Mahout	apache software foundation]] to produce [[free software
7	Apache Mahout	apache software
8	Apache Mahout	apache.org/users/basics/algorithms.html |title=algorithms - apache mahout - apache software
9	Apache Mahout	apache mahout - apache software
10	Apache Mahout	apache software
11	Apache Mahout	apache spark]] and [[h2o_(software
12	Apache Mahout	apache}} [[category:apache software
13	Apache Mahout	apache software foundation|mahout]] [[category:hadoop]] [[category:data mining and machine learning software
14	Apache Mahout	apache software
0	Aster Data Systems	apache hadoop]], marketed for the [[internet of things]].<ref>{{cite web|title = breakthrough teradata software
0	Abandonware	apache openoffice]]. there are also many examples in the video game domain: [[revolution software
0	Apache Sling	apache sling | logo = [[file:apache sling logo.png]] | screenshot = | caption = | developer = [[apache software
1	Apache Sling	apache sling logo.png]] | screenshot = | caption = | developer = [[apache software
2	Apache Sling	apache software
3	Apache Sling	apache software
4	Apache Sling	apache sling cheat sheet] {{apache}} [[category:apache software
5	Apache Sling	apache}} [[category:apache software
6	Apache Sling	apache software
0	Armadillo (C++ library)	apache license|apache 2.0]] ([[open-source software
1	Armadillo (C++ library)	apache 2.0]] ([[open-source software
2	Armadillo (C++ library)	apache license]], making it applicable for the [[software development|development]] of both [[open-source software
3	Armadillo (C++ library)	apache license]], making it applicable for the [[software
0	Apache Click	apache software
1	Apache Click	apache license]] and runs on any [[jdk]] installation (1.5 or later). click graduated into an [[apache software
2	Apache Click	apache software
0	Apache Torque	apache torque | logo = [[image:apache torque logo.png]] | screenshot = | caption = | developer = [[apache software
1	Apache Torque	apache torque logo.png]] | screenshot = | caption = | developer = [[apache software
2	Apache Torque	apache software
3	Apache Torque	apache.org/torque/ }} '''apache torque''' is a sub project of the [[apache software
4	Apache Torque	apache torque''' is a sub project of the [[apache software
5	Apache Torque	apache software
0	Apache Jelly	apache jelly | logo = | screenshot = | caption = | founder = | developer = [[apache software
1	Apache Jelly	apache software
2	Apache Jelly	apache.org/jelly/overview.html</ref> ==use by clarity software== clarity ppm software
3	Apache Jelly	apache.org/jelly/overview.html</ref> ==use by clarity software
4	Apache Jelly	apache.org/ apache commons homepage] {{apache}} [[category:java platform]] [[category:apache software
5	Apache Jelly	apache commons homepage] {{apache}} [[category:java platform]] [[category:apache software
6	Apache Jelly	apache}} [[category:java platform]] [[category:apache software
7	Apache Jelly	apache software
0	Apache Muse	apache muse | developer = [[apache software
1	Apache Muse	apache software
0	Apache Qpid	apache qpid logo]] | screenshot = | caption = | developer = [[apache software
1	Apache Qpid	apache software
0	Apache Buildr	apache buildr | logo = | screenshot = | caption = | collapsible = | developer = [[apache software
1	Apache Buildr	apache software
2	Apache Buildr	apache license]] 2.0 v | website = {{url|http://buildr.apache.org/}} }} '''buildr''' is an [[open-source software
3	Apache Buildr	apache.org/}} }} '''buildr''' is an [[open-source software
4	Apache Buildr	apache}} [[category:build automation]] [[category:software
0	Apache Shiro	apache software
1	Apache Shiro	apache software
2	Apache Shiro	apache software
3	Apache Shiro	apache tapestry based on apache shiro] {{apache}} [[category:free security software
4	Apache Shiro	apache shiro] {{apache}} [[category:free security software
5	Apache Shiro	apache}} [[category:free security software
0	Article Video Robot	apache flex|flex based]] online software
0	Apache Wave	apache wave |collapsible = |author = [[google]] |developer = [[apache software
1	Apache Wave	apache software
2	Apache Wave	apache.org/repos/asf/incubator-wave.git}} }} '''apache wave''' is a software
3	Apache Wave	apache wave''' is a software
4	Apache Wave	apache software
5	Apache Wave	apache wave=== google wave was accepted by the [[apache software
6	Apache Wave	apache software
7	Apache Wave	apache.org/wave/demo-servers.html|publisher=apache software
8	Apache Wave	apache software
9	Apache Wave	apache license]] [[category:social networking services]] [[category:apache software
10	Apache Wave	apache software
0	Agilo for Trac	apache software
1	Agilo for Trac	apache software
0	Apache Empire-db	apache empire-db | logo = [[file:empire-db.png|250px]] | screenshot = | caption = | developer = [[apache software
1	Apache Empire-db	apache software
2	Apache Empire-db	apache empire-db is open source and provided under the apache 2.0 license from the [[apache software
3	Apache Empire-db	apache 2.0 license from the [[apache software
4	Apache Empire-db	apache software
5	Apache Empire-db	apache software
6	Apache Empire-db	apache incubator project. in july 2008 empire-db got accepted for incubation and all rights over the software
7	Apache Empire-db	apache.org/}} {{apache}} [[category:apache software
8	Apache Empire-db	apache}} [[category:apache software
9	Apache Empire-db	apache software
0	Apache Cordova	apache cordova enables [[computer software|software]] [[programmer]]s to build [[application software
1	Apache Cordova	apache cordova enables [[computer software|software
2	Apache Cordova	apache cordova enables [[computer software
3	Apache Cordova	apache software
4	Apache Cordova	apache}} [[category:android (operating system) development software]] [[category:blackberry development software
5	Apache Cordova	apache}} [[category:android (operating system) development software
0	Adminer	apache license]] [[category:oracle database tools]] [[category:microsoft database software
0	Apache Wink	apache wink logo.png|apache wink logo]] | screenshot = | caption = | collapsible = | developer = [[apache software
1	Apache Wink	apache wink logo]] | screenshot = | caption = | collapsible = | developer = [[apache software
2	Apache Wink	apache software
3	Apache Wink	apache wink and the rest] {{java api for restful web services}} {{apache}} [[category:apache software
4	Apache Wink	apache}} [[category:apache software
5	Apache Wink	apache software foundation|wink]] [[category:java (programming language) libraries]] {{web-software
6	Apache Wink	apache software
0	AppScale	apache zookeeper]] * memcache api: [[memcached]] * task queue api: [[rabbitmq]] and [[celery (software
0	Apache Pivot	apache software
1	Apache Pivot	apache license]] 2.0 | website = http://pivot.apache.org/ }} {{portal|free software
2	Apache Pivot	apache.org/ }} {{portal|free software}} '''apache pivot''' is an [[open-source software
3	Apache Pivot	apache.org/ }} {{portal|free software
4	Apache Pivot	apache pivot''' is an [[open-source software
5	Apache Pivot	apache license]] version 2.0. ==architecture== its [[class (software
6	Apache Pivot	apache-software-foundation-announces-apache-pivot-as-top-level-project-82049997.html the apache software
7	Apache Pivot	apache-software
8	Apache Pivot	apache-pivot-as-top-level-project-82049997.html the apache software
9	Apache Pivot	apache software
10	Apache Pivot	apache}} {{rich internet applications}} [[category:rich internet applications]] [[category:xml software
0	Appcelerator Titanium	apache license|apache public license v2]], [[proprietary software
1	Appcelerator Titanium	apache public license v2]], [[proprietary software
2	Appcelerator Titanium	apache license|apache-licensed]] [[software
3	Appcelerator Titanium	apache-licensed]] [[software
0	Apache ZooKeeper	apache software
1	Apache ZooKeeper	apache license]] 2.0 | website = {{url|http://zookeeper.apache.org}} }} '''apache zookeeper''' is a software
2	Apache ZooKeeper	apache.org}} }} '''apache zookeeper''' is a software project of the [[apache software
3	Apache ZooKeeper	apache.org}} }} '''apache zookeeper''' is a software
4	Apache ZooKeeper	apache zookeeper''' is a software project of the [[apache software
5	Apache ZooKeeper	apache zookeeper''' is a software
6	Apache ZooKeeper	apache software
7	Apache ZooKeeper	apache.org/confluence/display/zookeeper/|title=index - apache zookeeper - apache software
8	Apache ZooKeeper	apache zookeeper - apache software
9	Apache ZooKeeper	apache software
10	Apache ZooKeeper	apache.org|access-date=2016-08-26}}</ref> zookeeper was a sub-project of [[hadoop]] but is now a [[apache software
11	Apache ZooKeeper	apache software
12	Apache ZooKeeper	apache/about_servicecoordination_and_zookeeper_and_apache_and_yahoo/33011 software
13	Apache ZooKeeper	apache_and_yahoo/33011 software
14	Apache ZooKeeper	apache zookeeper] {{apache}} {{defaultsort:apache zookeeper}} [[category:apache software
15	Apache ZooKeeper	apache}} {{defaultsort:apache zookeeper}} [[category:apache software
16	Apache ZooKeeper	apache zookeeper}} [[category:apache software
17	Apache ZooKeeper	apache software foundation|zookeeper]] [[category:configuration management]] [[category:free software
18	Apache ZooKeeper	apache software
0	AutoDock	apache license]]. ==about== autodock is one of the most cited [[docking (molecular)|docking]] software
0	Apache Avro	apache avro | logo = | screenshot = | caption = | collapsible = | developer = [[apache software
1	Apache Avro	apache software
2	Apache Avro	apache avro - apache software
3	Apache Avro	apache software
0	Apache Aries	apache aries | logo = | screenshot = | caption = | collapsible = yes | developer = [[apache software
1	Apache Aries	apache software
2	Apache Aries	apache}} [[category:free software programmed in java (programming language)]] [[category:apache software
3	Apache Aries	apache}} [[category:free software
4	Apache Aries	apache software foundation]] {{free-software
5	Apache Aries	apache software
0	Apache Hama	apache software
1	Apache Hama	apache software
2	Apache Hama	apache hama website] *[http://blogs.apache.org/hama apache hama blog] {{apache}} [[category:free software
3	Apache Hama	apache.org/hama apache hama blog] {{apache}} [[category:free software
4	Apache Hama	apache hama blog] {{apache}} [[category:free software
5	Apache Hama	apache}} [[category:free software
0	Apache Hive	apache.org}} }} '''apache hive''' is a [[data warehouse]] software
1	Apache Hive	apache hive''' is a [[data warehouse]] software
2	Apache Hive	apache.org/confluence/display/hive/design|title=design - apache hive - apache software
3	Apache Hive	apache hive - apache software
4	Apache Hive	apache software
5	Apache Hive	apache.org/confluence/display/hive/hiveserver|title=hiveserver - apache hive - apache software
6	Apache Hive	apache hive - apache software
7	Apache Hive	apache software
8	Apache Hive	apache hive - apache software
9	Apache Hive	apache software
10	Apache Hive	apache hive - apache software
11	Apache Hive	apache software
12	Apache Hive	apache hive wiki] {{apache}} {{facebook navbox}} {{defaultsort:apache hive}} [[category:2015 software
13	Apache Hive	apache}} {{facebook navbox}} {{defaultsort:apache hive}} [[category:2015 software]] [[category:apache software
14	Apache Hive	apache}} {{facebook navbox}} {{defaultsort:apache hive}} [[category:2015 software
15	Apache Hive	apache hive}} [[category:2015 software]] [[category:apache software foundation|hive]] [[category:apache software
16	Apache Hive	apache hive}} [[category:2015 software]] [[category:apache software
17	Apache Hive	apache hive}} [[category:2015 software
18	Apache Hive	apache software foundation|hive]] [[category:apache software
19	Apache Hive	apache software
20	Apache Hive	apache software foundation projects|hive]] [[category:cloud computing]] [[category:facebook software
21	Apache Hive	apache software
0	Apache Roller	apache roller | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Roller	apache software
2	Apache Roller	apache.org/ }} {{portal|free software
3	Apache Roller	apache software
4	Apache Roller	apache.org roller website] {{apache}} [[category:apache software
5	Apache Roller	apache}} [[category:apache software
6	Apache Roller	apache software foundation|roller]] [[category:free content management systems]] [[category:blog software
7	Apache Roller	apache software
0	Apache OpenEJB	apache openejb logo.gif|150px|apache openejb logo]] --> | screenshot = | caption = | developer = [[apache software
1	Apache OpenEJB	apache openejb logo]] --> | screenshot = | caption = | developer = [[apache software
2	Apache OpenEJB	apache software
3	Apache OpenEJB	apache software
4	Apache OpenEJB	apache.org}} {{java persistence api}} {{apache}} {{defaultsort:apache openejb}} [[category:apache software
5	Apache OpenEJB	apache}} {{defaultsort:apache openejb}} [[category:apache software
6	Apache OpenEJB	apache openejb}} [[category:apache software
7	Apache OpenEJB	apache software foundation|openejb]] [[category:java enterprise platform]] [[category:free software
8	Apache OpenEJB	apache software
0	Apache ActiveMQ	apache-activemq-logo.png|150px|apache activemq logo]] | screenshot = | caption = | developer = [[apache software
1	Apache ActiveMQ	apache activemq logo]] | screenshot = | caption = | developer = [[apache software
2	Apache ActiveMQ	apache software
3	Apache ActiveMQ	apache servicemix]] and [[mule (software
4	Apache ActiveMQ	apache-donation-and-apache.html hornetq donation to activemq]</ref> ==see also== {{portal|free software
5	Apache ActiveMQ	apache.html hornetq donation to activemq]</ref> ==see also== {{portal|free software
6	Apache ActiveMQ	apache}} {{defaultsort:apache activemq}} [[category:message-oriented middleware]] [[category:apache software
7	Apache ActiveMQ	apache activemq}} [[category:message-oriented middleware]] [[category:apache software
8	Apache ActiveMQ	apache software
0	Aegir Hosting System	apache) or lemp ([[nginx]]) software
0	Apache VXQuery	apache.org | publisher = apache software
1	Apache VXQuery	apache software
2	Apache VXQuery	apache http server]] * [[apache software foundation]] <!--categories--> [[category:apache software
3	Apache VXQuery	apache http server]] * [[apache software
4	Apache VXQuery	apache software foundation]] <!--categories--> [[category:apache software
5	Apache VXQuery	apache software
6	Apache VXQuery	apache software
0	Apache MINA	apache mina | logo = [[file:apache-mina-logo.png]] | screenshot = | caption = | developer = [[apache software
1	Apache MINA	apache-mina-logo.png]] | screenshot = | caption = | developer = [[apache software
2	Apache MINA	apache software
3	Apache MINA	apache}} [[category:apache software
4	Apache MINA	apache software
0	Apache (disambiguation)	apache'' (video game)]], a 1993 shoot-em-up video game by team17 == computing == * [[apache software
